session_id,target
1,6.0757216530019576e-05
2,7.226846260336857e-08
3,3.196033874402795e-08
4,7.42754044727048e-10
5,4.0286117434900766e-05
6,6.3066209473371485e-06
7,0.0014304099299492436
8,0.0002894867047052749
9,3.2564498006143677e-05
10,0.0026259009275506574
11,3.4257772687367283e-05
12,3.5606952412515273e-06
13,1.2494863339939204e-05
14,0.011713988167983587
15,0.00014857776584229065
16,0.00014527289929990034
17,0.025509907106516135
18,8.218928149561059e-07
19,0.0014334038618962228
20,1.6890226302158895e-07
21,0.09957232884019766
22,3.139369965362688e-09
23,5.1398690400160664e-05
24,1.4392473914408658e-05
25,0.10021332561830736
26,6.882514006516473e-09
27,1.367968123422618e-05
28,7.3522723667137445e-09
29,0.02889190471226258
30,0.00015276197151850059
31,0.024963692521242607
32,0.06448163652595935
33,2.3213096253543763e-05
34,1.9909115153955592e-07
35,0.02306255996294005
36,0.0009003024226045628
37,1.2736746468770274e-10
38,6.509352049422193e-08
39,0.00015276197151850059
40,1.2626281677702746e-06
41,0.0010378301525863108
42,4.222877668804728e-05
43,4.785349134446377e-06
44,2.1257826059156808e-05
45,0.27799350099741077
46,1.886291984814951e-05
47,0.00017733311761647716
48,1.135194517422705e-05
49,3.700389814121819e-05
50,2.0993195387302722e-07
51,3.573980947984212e-09
52,1.2908732973583845e-05
53,0.05260303218818522
54,0.00012818438472313656
55,4.07481599313995e-06
56,4.980816575335526e-05
57,3.433881820768618e-08
58,5.455642828785307e-07
59,1.6824238336649972e-06
60,2.3671236760255437e-07
61,1.7493479688000945e-07
62,9.699425790221589e-05
63,4.843868824047077e-07
64,2.0450310707191572e-05
65,1.2281089032351064e-06
66,3.516572380503327e-07
67,1.526417927550728e-05
68,0.00023308572836166355
69,0.12346704157021732
70,5.818325496470257e-06
71,0.0004007735072206059
72,0.00011626962573677191
73,0.0011431030219452843
74,4.994905866745149e-06
75,6.804273902871147e-05
76,0.0007142028840896466
77,0.0003411217215766802
78,0.0031212521698179385
79,1.0618235248788205e-05
80,3.3973652969973904e-06
81,2.4198743742649285e-06
82,2.2204627236093955e-06
83,6.361721621289591e-10
84,0.6903280850274757
85,2.648103590335204e-05
86,4.776843544252066e-07
87,0.0029657566368542785
88,0.0007577536629237585
89,0.0008159314241474071
90,0.05874138999142217
91,5.001896508682164e-06
92,4.181063790200092e-07
93,0.01628547091593199
94,4.409505939896801e-05
95,0.0013917252459030255
96,9.856396787675615e-08
97,0.00012135097539513246
98,2.566730919707933e-06
99,7.259990854304076e-07
100,0.00014443926894914432
101,1.993552192740569e-05
